from	to	combined_score
FYN	JUP	932
FYN	JUP	932
RAC1	JUP	913
RAC1	JUP	913
PAK3	JUP	903
PAK3	JUP	903
VAV3	JUP	676
VAV3	JUP	676
VAV2	JUP	692
VAV2	JUP	692
SRC	JUP	951
SRC	JUP	951
MAPK1	PRKCD	948
MAPK1	PRKCD	948
NFKBIA	PRKCD	945
NFKBIA	PRKCD	945
PIK3R2	PRKCD	836
PIK3R2	PRKCD	836
IFNG	PRKCD	921
IFNG	PRKCD	921
PLCG1	PRKCD	889
PLCG1	PRKCD	889
HSPB1	PRKCD	797
HSPB1	PRKCD	797
RAC2	PRKCD	910
RAC2	PRKCD	910
KRAS	PRKCD	790
KRAS	PRKCD	790
CYBA	PRKCD	853
CYBA	PRKCD	853
MAPK3	PRKCD	953
MAPK3	PRKCD	953
EP300	PRKCD	684
EP300	PRKCD	684
PIK3CA	PRKCD	939
PIK3CA	PRKCD	939
STAT3	PRKCD	984
STAT3	PRKCD	984
TP53	PRKCD	987
TP53	PRKCD	987
RASA1	PRKCD	826
RASA1	PRKCD	826
NCF1	PRKCD	988
NCF1	PRKCD	988
NOS3	PRKCD	936
NOS3	PRKCD	936
CRK	PRKCD	911
CRK	PRKCD	911
IGF1	PRKCD	960
IGF1	PRKCD	960
CYCS	PRKCD	607
CYCS	PRKCD	607
CASP3	PRKCD	984
CASP3	PRKCD	984
SPHK1	PRKCD	935
SPHK1	PRKCD	935
HSP90AA1	PRKCD	858
HSP90AA1	PRKCD	858
LCK	PRKCD	940
LCK	PRKCD	940
PDPK1	PRKCD	966
PDPK1	PRKCD	966
CTNNB1	PRKCD	589
CTNNB1	PRKCD	589
FYN	PRKCD	986
FYN	PRKCD	986
RAC1	PRKCD	566
RAC1	PRKCD	566
STAT1	PRKCD	996
STAT1	PRKCD	996
MTOR	PRKCD	866
MTOR	PRKCD	866
NCF2	PRKCD	951
NCF2	PRKCD	951
NRAS	PRKCD	781
NRAS	PRKCD	781
JUN	PRKCD	557
JUN	PRKCD	557
SRC	PRKCD	971
SRC	PRKCD	971
SPRY2	PRKCD	627
SPRY2	PRKCD	627
PRKCZ	PRKCD	934
PRKCZ	PRKCD	934
CYBB	PRKCD	884
CYBB	PRKCD	884
JAK2	PRKCD	921
JAK2	PRKCD	921
GRB2	PRKCD	940
GRB2	PRKCD	940
SIRT1	CDK1	656
SIRT1	CDK1	656
CDC37	CDK1	616
CDC37	CDK1	616
CCND1	CDK1	992
CCND1	CDK1	992
GAPDH	CDK1	658
GAPDH	CDK1	658
KRAS	CDK1	581
KRAS	CDK1	581
CCNB1	CDK1	999
CCNB1	CDK1	999
MDM2	CDK1	965
MDM2	CDK1	965
CDH1	CDK1	506
CDH1	CDK1	506
EP300	CDK1	570
EP300	CDK1	570
STAT3	CDK1	677
STAT3	CDK1	677
TP53	CDK1	977
TP53	CDK1	977
RPS27A	CDK1	724
RPS27A	CDK1	724
CCNA2	CDK1	999
CCNA2	CDK1	999
RASA1	CDK1	906
RASA1	CDK1	906
EGFR	CDK1	828
EGFR	CDK1	828
ATM	CDK1	822
ATM	CDK1	822
ALB	CDK1	516
ALB	CDK1	516
PLK1	CDK1	996
PLK1	CDK1	996
HSPA4	CDK1	598
HSPA4	CDK1	598
UBB	CDK1	651
UBB	CDK1	651
CYCS	CDK1	621
CYCS	CDK1	621
CASP3	CDK1	749
CASP3	CDK1	749
EZH2	CDK1	997
EZH2	CDK1	997
HSP90AA1	CDK1	926
HSP90AA1	CDK1	926
CTNNB1	CDK1	639
CTNNB1	CDK1	639
MTOR	CDK1	534
MTOR	CDK1	534
PRKACB	CDK1	922
PRKACB	CDK1	922
JUN	CDK1	690
JUN	CDK1	690
HSP90AB1	CDK1	748
HSP90AB1	CDK1	748
PTEN	CDK1	654
PTEN	CDK1	654
HDAC1	CDK1	965
HDAC1	CDK1	965
SRC	CDK1	950
SRC	CDK1	950
AR	CDK1	854
AR	CDK1	854
MAPK13	MAPK8	640
MAPK13	MAPK8	640
SIRT1	MAPK8	725
SIRT1	MAPK8	725
MAPK12	MAPK8	646
MAPK12	MAPK8	646
MAPK1	MAPK8	931
MAPK1	MAPK8	931
NFKBIA	MAPK8	726
NFKBIA	MAPK8	726
IL2	MAPK8	937
IL2	MAPK8	937
CCND1	MAPK8	556
CCND1	MAPK8	556
GAPDH	MAPK8	613
GAPDH	MAPK8	613
MAPK14	MAPK8	803
MAPK14	MAPK8	803
HSPB1	MAPK8	505
HSPB1	MAPK8	505
RAC2	MAPK8	917
RAC2	MAPK8	917
KRAS	MAPK8	924
KRAS	MAPK8	924
GAB1	MAPK8	917
GAB1	MAPK8	917
MAPK3	MAPK8	934
MAPK3	MAPK8	934
EP300	MAPK8	949
EP300	MAPK8	949
IL1B	MAPK8	658
IL1B	MAPK8	658
CBL	MAPK8	615
CBL	MAPK8	615
STAT3	MAPK8	897
STAT3	MAPK8	897
EGF	MAPK8	549
EGF	MAPK8	549
PXN	MAPK8	838
PXN	MAPK8	838
TP53	MAPK8	997
TP53	MAPK8	997
ERBB2	MAPK8	944
ERBB2	MAPK8	944
RASA1	MAPK8	915
RASA1	MAPK8	915
EGFR	MAPK8	731
EGFR	MAPK8	731
PAK1	MAPK8	933
PAK1	MAPK8	933
ATM	MAPK8	776
ATM	MAPK8	776
APP	MAPK8	954
APP	MAPK8	954
PPARG	MAPK8	571
PPARG	MAPK8	571
KIT	MAPK8	918
KIT	MAPK8	918
ALB	MAPK8	517
ALB	MAPK8	517
CRK	MAPK8	994
CRK	MAPK8	994
FOS	MAPK8	975
FOS	MAPK8	975
CXCL8	MAPK8	557
CXCL8	MAPK8	557
CYCS	MAPK8	605
CYCS	MAPK8	605
CASP3	MAPK8	785
CASP3	MAPK8	785
HSPA5	MAPK8	531
HSPA5	MAPK8	531
SMAD3	MAPK8	954
SMAD3	MAPK8	954
MAPK11	MAPK8	645
MAPK11	MAPK8	645
HSP90AA1	MAPK8	580
HSP90AA1	MAPK8	580
LCK	MAPK8	934
LCK	MAPK8	934
CTNNB1	MAPK8	817
CTNNB1	MAPK8	817
FYN	MAPK8	937
FYN	MAPK8	937
RAC1	MAPK8	960
RAC1	MAPK8	960
MTOR	MAPK8	697
MTOR	MAPK8	697
NRAS	MAPK8	908
NRAS	MAPK8	908
JUN	MAPK8	999
JUN	MAPK8	999
PTEN	MAPK8	617
PTEN	MAPK8	617
MMP9	MAPK8	569
MMP9	MAPK8	569
SRC	MAPK8	947
SRC	MAPK8	947
TLR4	MAPK8	703
TLR4	MAPK8	703
AR	MAPK8	925
AR	MAPK8	925
PRKCZ	MAPK8	924
PRKCZ	MAPK8	924
GRB2	MAPK8	510
GRB2	MAPK8	510
PRKCD	MAPK8	860
PRKCD	MAPK8	860
CDC37	BTC	900
CDC37	BTC	900
HBEGF	BTC	905
HBEGF	BTC	905
PLCG1	BTC	637
PLCG1	BTC	637
EREG	BTC	511
EREG	BTC	511
PTPN12	BTC	900
PTPN12	BTC	900
KRAS	BTC	929
KRAS	BTC	929
ADAM10	BTC	576
ADAM10	BTC	576
GAB1	BTC	529
GAB1	BTC	529
STAM2	BTC	600
STAM2	BTC	600
PIK3CA	BTC	579
PIK3CA	BTC	579
CBL	BTC	731
CBL	BTC	731
EGF	BTC	826
EGF	BTC	826
PXN	BTC	901
PXN	BTC	901
ERBB2	BTC	985
ERBB2	BTC	985
SH3GL1	BTC	600
SH3GL1	BTC	600
RPS27A	BTC	600
RPS27A	BTC	600
LRIG1	BTC	905
LRIG1	BTC	905
EGFR	BTC	999
EGFR	BTC	999
UBB	BTC	600
UBB	BTC	600
FOS	BTC	908
FOS	BTC	908
ADAM17	BTC	956
ADAM17	BTC	956
SH3GL3	BTC	600
SH3GL3	BTC	600
HGS	BTC	602
HGS	BTC	602
HSP90AA1	BTC	906
HSP90AA1	BTC	906
PTPN11	BTC	542
PTPN11	BTC	542
PTK2	BTC	543
PTK2	BTC	543
FYN	BTC	515
FYN	BTC	515
PTPRK	BTC	902
PTPRK	BTC	902
NRAS	BTC	901
NRAS	BTC	901
EPS15	BTC	639
EPS15	BTC	639
SRC	BTC	673
SRC	BTC	673
PTPN3	BTC	902
PTPN3	BTC	902
ARHGEF7	BTC	600
ARHGEF7	BTC	600
SPRY2	BTC	600
SPRY2	BTC	600
STAM	BTC	600
STAM	BTC	600
SH3GL2	BTC	600
SH3GL2	BTC	600
GRB2	BTC	674
GRB2	BTC	674
PLCG1	AREG	620
PLCG1	AREG	620
EREG	AREG	942
EREG	AREG	942
KRAS	AREG	958
KRAS	AREG	958
ADAM10	AREG	540
ADAM10	AREG	540
FLT4	AREG	667
FLT4	AREG	667
GAB1	AREG	534
GAB1	AREG	534
MAPK3	AREG	517
MAPK3	AREG	517
STAM2	AREG	600
STAM2	AREG	600
KDR	AREG	705
KDR	AREG	705
PIK3CA	AREG	687
PIK3CA	AREG	687
CBL	AREG	707
CBL	AREG	707
EGF	AREG	958
EGF	AREG	958
PXN	AREG	909
PXN	AREG	909
ERBB2	AREG	972
ERBB2	AREG	972
SH3GL1	AREG	600
SH3GL1	AREG	600
RPS27A	AREG	600
RPS27A	AREG	600
LRIG1	AREG	917
LRIG1	AREG	917
EGFR	AREG	999
EGFR	AREG	999
FLT1	AREG	698
FLT1	AREG	698
KIT	AREG	723
KIT	AREG	723
TGFA	AREG	774
TGFA	AREG	774
UBB	AREG	602
UBB	AREG	602
FOS	AREG	935
FOS	AREG	935
CXCL8	AREG	579
CXCL8	AREG	579
ADAM17	AREG	770
ADAM17	AREG	770
SH3GL3	AREG	600
SH3GL3	AREG	600
HGS	AREG	600
HGS	AREG	600
PTPN11	AREG	567
PTPN11	AREG	567
PTK2	AREG	584
PTK2	AREG	584
PTPRK	AREG	900
PTPRK	AREG	900
NRAS	AREG	918
NRAS	AREG	918
EPS15	AREG	610
EPS15	AREG	610
MMP9	AREG	556
MMP9	AREG	556
SRC	AREG	740
SRC	AREG	740
PTPN3	AREG	905
PTPN3	AREG	905
ARHGEF7	AREG	601
ARHGEF7	AREG	601
SPRY2	AREG	652
SPRY2	AREG	652
STAM	AREG	600
STAM	AREG	600
SH3GL2	AREG	600
SH3GL2	AREG	600
GRB2	AREG	653
GRB2	AREG	653
BTC	AREG	925
BTC	AREG	925
CD4	ITGB1	614
CD4	ITGB1	614
PIK3R2	ITGB1	642
PIK3R2	ITGB1	642
CCND1	ITGB1	517
CCND1	ITGB1	517
GAPDH	ITGB1	619
GAPDH	ITGB1	619
KRAS	ITGB1	670
KRAS	ITGB1	670
ITGAV	ITGB1	999
ITGAV	ITGB1	999
CDH1	ITGB1	715
CDH1	ITGB1	715
FLT4	ITGB1	961
FLT4	ITGB1	961
MAPK3	ITGB1	542
MAPK3	ITGB1	542
IL1B	ITGB1	602
IL1B	ITGB1	602
KDR	ITGB1	994
KDR	ITGB1	994
PIK3CA	ITGB1	921
PIK3CA	ITGB1	921
FGF2	ITGB1	672
FGF2	ITGB1	672
EGF	ITGB1	965
EGF	ITGB1	965
NRP1	ITGB1	747
NRP1	ITGB1	747
PXN	ITGB1	998
PXN	ITGB1	998
TP53	ITGB1	508
TP53	ITGB1	508
ERBB2	ITGB1	950
ERBB2	ITGB1	950
EGFR	ITGB1	997
EGFR	ITGB1	997
PAK1	ITGB1	950
PAK1	ITGB1	950
FLT1	ITGB1	824
FLT1	ITGB1	824
APP	ITGB1	932
APP	ITGB1	932
KIT	ITGB1	716
KIT	ITGB1	716
ALB	ITGB1	671
ALB	ITGB1	671
VEGFD	ITGB1	914
VEGFD	ITGB1	914
CRK	ITGB1	742
CRK	ITGB1	742
IGF1	ITGB1	514
IGF1	ITGB1	514
PRKACA	ITGB1	902
PRKACA	ITGB1	902
ADAM17	ITGB1	783
ADAM17	ITGB1	783
CASP3	ITGB1	947
CASP3	ITGB1	947
PAK2	ITGB1	919
PAK2	ITGB1	919
CAV1	ITGB1	988
CAV1	ITGB1	988
PTK2	ITGB1	999
PTK2	ITGB1	999
CDH5	ITGB1	586
CDH5	ITGB1	586
CTNNB1	ITGB1	812
CTNNB1	ITGB1	812
FYN	ITGB1	988
FYN	ITGB1	988
FN1	ITGB1	999
FN1	ITGB1	999
RAC1	ITGB1	930
RAC1	ITGB1	930
PAK3	ITGB1	912
PAK3	ITGB1	912
ADAM12	ITGB1	936
ADAM12	ITGB1	936
NRAS	ITGB1	533
NRAS	ITGB1	533
PRKACB	ITGB1	904
PRKACB	ITGB1	904
PTEN	ITGB1	944
PTEN	ITGB1	944
MMP9	ITGB1	637
MMP9	ITGB1	637
SRC	ITGB1	987
SRC	ITGB1	987
ARHGEF7	ITGB1	923
ARHGEF7	ITGB1	923
ABI1	ITGB1	912
ABI1	ITGB1	912
GRB2	ITGB1	947
GRB2	ITGB1	947
GAPDH	RPS8	659
GAPDH	RPS8	659
NEDD8	RPS8	559
NEDD8	RPS8	559
RPS16	RPS8	999
RPS16	RPS8	999
RPS11	RPS8	999
RPS11	RPS8	999
RPS27A	RPS8	999
RPS27A	RPS8	999
RPS3	RPS8	999
RPS3	RPS8	999
LRRK2	RPS8	696
LRRK2	RPS8	696
RPS9	RPS8	999
RPS9	RPS8	999
HSPA4	RPS8	567
HSPA4	RPS8	567
UBB	RPS8	886
UBB	RPS8	886
RPL4	RPS8	999
RPL4	RPS8	999
RUVBL1	RPS8	687
RUVBL1	RPS8	687
RPS15A	RPS8	999
RPS15A	RPS8	999
RPS2	RPS8	999
RPS2	RPS8	999
RPS3A	RPS8	999
RPS3A	RPS8	999
RPSA	RPS8	999
RPSA	RPS8	999
EPRS1	RPS8	859
EPRS1	RPS8	859
RPL5	RPS8	999
RPL5	RPS8	999
RPS4X	RPS8	999
RPS4X	RPS8	999
RPL11	RPS8	999
RPL11	RPS8	999
RPS6	RPS8	999
RPS6	RPS8	999
MAPK13	NCF4	695
MAPK13	NCF4	695
MAPK12	NCF4	699
MAPK12	NCF4	699
MAPK1	NCF4	917
MAPK1	NCF4	917
MAPK14	NCF4	920
MAPK14	NCF4	920
RAC2	NCF4	998
RAC2	NCF4	998
CYBA	NCF4	999
CYBA	NCF4	999
MAPK3	NCF4	935
MAPK3	NCF4	935
PAK1	NCF4	552
PAK1	NCF4	552
NCF1	NCF4	998
NCF1	NCF4	998
NCKAP1L	NCF4	519
NCKAP1L	NCF4	519
MAPK11	NCF4	912
MAPK11	NCF4	912
RAC1	NCF4	805
RAC1	NCF4	805
NCF2	NCF4	997
NCF2	NCF4	997
MMP9	NCF4	756
MMP9	NCF4	756
PRKCZ	NCF4	913
PRKCZ	NCF4	913
CYBB	NCF4	998
CYBB	NCF4	998
PRKCD	NCF4	944
PRKCD	NCF4	944
CD4	INS	709
CD4	INS	709
SIRT1	INS	761
SIRT1	INS	761
MAPK1	INS	511
MAPK1	INS	511
NFKBIA	INS	568
NFKBIA	INS	568
IL2	INS	656
IL2	INS	656
CCND1	INS	673
CCND1	INS	673
IFNG	INS	622
IFNG	INS	622
GAPDH	INS	793
GAPDH	INS	793
MAPK14	INS	504
MAPK14	INS	504
IL4	INS	637
IL4	INS	637
NCK2	INS	907
NCK2	INS	907
HSPB1	INS	556
HSPB1	INS	556
KRAS	INS	550
KRAS	INS	550
CDH1	INS	674
CDH1	INS	674
FLT4	INS	701
FLT4	INS	701
MAPK3	INS	726
MAPK3	INS	726
IL1B	INS	816
IL1B	INS	816
AKT3	INS	569
AKT3	INS	569
KDR	INS	822
KDR	INS	822
PIK3CA	INS	966
PIK3CA	INS	966
CBL	INS	958
CBL	INS	958
FGF2	INS	874
FGF2	INS	874
STAT3	INS	741
STAT3	INS	741
EGF	INS	979
EGF	INS	979
TP53	INS	717
TP53	INS	717
ERBB2	INS	875
ERBB2	INS	875
EGFR	INS	942
EGFR	INS	942
ATM	INS	505
ATM	INS	505
FLT1	INS	773
FLT1	INS	773
APP	INS	811
APP	INS	811
PPARG	INS	887
PPARG	INS	887
KIT	INS	915
KIT	INS	915
TGFA	INS	875
TGFA	INS	875
ALB	INS	990
ALB	INS	990
RICTOR	INS	620
RICTOR	INS	620
NOS3	INS	759
NOS3	INS	759
MMP3	INS	504
MMP3	INS	504
IGF1	INS	998
IGF1	INS	998
HSPA4	INS	615
HSPA4	INS	615
FOS	INS	659
FOS	INS	659
ITPR1	INS	778
ITPR1	INS	778
CXCL8	INS	692
CXCL8	INS	692
CYCS	INS	671
CYCS	INS	671
CASP3	INS	792
CASP3	INS	792
HSPA5	INS	625
HSPA5	INS	625
GSK3B	INS	684
GSK3B	INS	684
SMAD3	INS	540
SMAD3	INS	540
HSP90AA1	INS	518
HSP90AA1	INS	518
LCK	INS	648
LCK	INS	648
CAV1	INS	973
CAV1	INS	973
PTPN11	INS	949
PTPN11	INS	949
PDPK1	INS	954
PDPK1	INS	954
CTNNB1	INS	714
CTNNB1	INS	714
FN1	INS	958
FN1	INS	958
STAT1	INS	524
STAT1	INS	524
MTOR	INS	867
MTOR	INS	867
JUN	INS	723
JUN	INS	723
PTEN	INS	786
PTEN	INS	786
MMP9	INS	625
MMP9	INS	625
SRC	INS	862
SRC	INS	862
TLR4	INS	669
TLR4	INS	669
ITPR3	INS	783
ITPR3	INS	783
AR	INS	615
AR	INS	615
PRKCZ	INS	959
PRKCZ	INS	959
CYBB	INS	556
CYBB	INS	556
RPS6	INS	616
RPS6	INS	616
ITPR2	INS	719
ITPR2	INS	719
JAK2	INS	619
JAK2	INS	619
AKT2	INS	972
AKT2	INS	972
GRB2	INS	980
GRB2	INS	980
PRKCD	INS	574
PRKCD	INS	574
MAPK8	INS	634
MAPK8	INS	634
BTC	INS	505
BTC	INS	505
ITGB1	INS	607
ITGB1	INS	607
CD4	PTK2B	679
CD4	PTK2B	679
IL2	PTK2B	928
IL2	PTK2B	928
MAPK14	PTK2B	926
MAPK14	PTK2B	926
PLCG1	PTK2B	613
PLCG1	PTK2B	613
PTPN12	PTK2B	806
PTPN12	PTK2B	806
RAC2	PTK2B	896
RAC2	PTK2B	896
ITGAV	PTK2B	925
ITGAV	PTK2B	925
KDR	PTK2B	919
KDR	PTK2B	919
CBL	PTK2B	978
CBL	PTK2B	978
STAT3	PTK2B	559
STAT3	PTK2B	559
PXN	PTK2B	999
PXN	PTK2B	999
TP53	PTK2B	581
TP53	PTK2B	581
ERBB2	PTK2B	746
ERBB2	PTK2B	746
RASA1	PTK2B	598
RASA1	PTK2B	598
EGFR	PTK2B	980
EGFR	PTK2B	980
CRK	PTK2B	979
CRK	PTK2B	979
GSK3B	PTK2B	915
GSK3B	PTK2B	915
HSP90AA1	PTK2B	945
HSP90AA1	PTK2B	945
LCK	PTK2B	940
LCK	PTK2B	940
PTPN11	PTK2B	987
PTPN11	PTK2B	987
PTK2	PTK2B	942
PTK2	PTK2B	942
CDH5	PTK2B	899
CDH5	PTK2B	899
CTNNB1	PTK2B	627
CTNNB1	PTK2B	627
FYN	PTK2B	988
FYN	PTK2B	988
FN1	PTK2B	594
FN1	PTK2B	594
RAC1	PTK2B	939
RAC1	PTK2B	939
CALM1	PTK2B	570
CALM1	PTK2B	570
PTEN	PTK2B	569
PTEN	PTK2B	569
SRC	PTK2B	984
SRC	PTK2B	984
SHB	PTK2B	905
SHB	PTK2B	905
GRB2	PTK2B	999
GRB2	PTK2B	999
PRKCD	PTK2B	954
PRKCD	PTK2B	954
MAPK8	PTK2B	949
MAPK8	PTK2B	949
ITGB1	PTK2B	967
ITGB1	PTK2B	967
HBEGF	SH3KBP1	610
HBEGF	SH3KBP1	610
EREG	SH3KBP1	600
EREG	SH3KBP1	600
STAM2	SH3KBP1	660
STAM2	SH3KBP1	660
CBL	SH3KBP1	999
CBL	SH3KBP1	999
EGF	SH3KBP1	953
EGF	SH3KBP1	953
SH3GL1	SH3KBP1	873
SH3GL1	SH3KBP1	873
RPS27A	SH3KBP1	972
RPS27A	SH3KBP1	972
LRIG1	SH3KBP1	644
LRIG1	SH3KBP1	644
EGFR	SH3KBP1	997
EGFR	SH3KBP1	997
TGFA	SH3KBP1	610
TGFA	SH3KBP1	610
CRK	SH3KBP1	624
CRK	SH3KBP1	624
UBB	SH3KBP1	932
UBB	SH3KBP1	932
ITPR1	SH3KBP1	660
ITPR1	SH3KBP1	660
SH3GL3	SH3KBP1	902
SH3GL3	SH3KBP1	902
HGS	SH3KBP1	752
HGS	SH3KBP1	752
FYN	SH3KBP1	946
FYN	SH3KBP1	946
EPS15	SH3KBP1	805
EPS15	SH3KBP1	805
SRC	SH3KBP1	891
SRC	SH3KBP1	891
ITPR3	SH3KBP1	655
ITPR3	SH3KBP1	655
PTPN3	SH3KBP1	900
PTPN3	SH3KBP1	900
ARHGEF7	SH3KBP1	652
ARHGEF7	SH3KBP1	652
SPRY2	SH3KBP1	845
SPRY2	SH3KBP1	845
STAM	SH3KBP1	636
STAM	SH3KBP1	636
SH3GL2	SH3KBP1	992
SH3GL2	SH3KBP1	992
ITPR2	SH3KBP1	652
ITPR2	SH3KBP1	652
GRB2	SH3KBP1	945
GRB2	SH3KBP1	945
BTC	SH3KBP1	601
BTC	SH3KBP1	601
AREG	SH3KBP1	609
AREG	SH3KBP1	609
RAC2	CTNND1	896
RAC2	CTNND1	896
ADAM10	CTNND1	928
ADAM10	CTNND1	928
CDH1	CTNND1	999
CDH1	CTNND1	999
PIK3CA	CTNND1	921
PIK3CA	CTNND1	921
EGF	CTNND1	943
EGF	CTNND1	943
PXN	CTNND1	655
PXN	CTNND1	655
ERBB2	CTNND1	885
ERBB2	CTNND1	885
EGFR	CTNND1	993
EGFR	CTNND1	993
PAK1	CTNND1	924
PAK1	CTNND1	924
MMP3	CTNND1	914
MMP3	CTNND1	914
IGF1	CTNND1	909
IGF1	CTNND1	909
CTNNA1	CTNND1	992
CTNNA1	CTNND1	992
PAK2	CTNND1	908
PAK2	CTNND1	908
GSK3B	CTNND1	625
GSK3B	CTNND1	625
PTPN11	CTNND1	941
PTPN11	CTNND1	941
CDH5	CTNND1	999
CDH5	CTNND1	999
CTNNB1	CTNND1	999
CTNNB1	CTNND1	999
FYN	CTNND1	995
FYN	CTNND1	995
FN1	CTNND1	500
FN1	CTNND1	500
RAC1	CTNND1	953
RAC1	CTNND1	953
PAK3	CTNND1	913
PAK3	CTNND1	913
VAV3	CTNND1	654
VAV3	CTNND1	654
VAV2	CTNND1	996
VAV2	CTNND1	996
SRC	CTNND1	997
SRC	CTNND1	997
JUP	CTNND1	985
JUP	CTNND1	985
GAPDH	DLG4	655
GAPDH	DLG4	655
HBEGF	DLG4	529
HBEGF	DLG4	529
KRAS	DLG4	942
KRAS	DLG4	942
MDM2	DLG4	977
MDM2	DLG4	977
MAPK3	DLG4	570
MAPK3	DLG4	570
EGF	DLG4	679
EGF	DLG4	679
NRP1	DLG4	693
NRP1	DLG4	693
ERBB2	DLG4	595
ERBB2	DLG4	595
APP	DLG4	884
APP	DLG4	884
ALB	DLG4	661
ALB	DLG4	661
NOS3	DLG4	676
NOS3	DLG4	676
FOS	DLG4	521
FOS	DLG4	521
CASP3	DLG4	517
CASP3	DLG4	517
BAIAP2	DLG4	987
BAIAP2	DLG4	987
CTNNB1	DLG4	918
CTNNB1	DLG4	918
FYN	DLG4	995
FYN	DLG4	995
FN1	DLG4	682
FN1	DLG4	682
RAC1	DLG4	734
RAC1	DLG4	734
CALM1	DLG4	908
CALM1	DLG4	908
MTOR	DLG4	510
MTOR	DLG4	510
NRAS	DLG4	933
NRAS	DLG4	933
PTEN	DLG4	978
PTEN	DLG4	978
SRC	DLG4	999
SRC	DLG4	999
ARHGEF7	DLG4	661
ARHGEF7	DLG4	661
GRB2	DLG4	931
GRB2	DLG4	931
WASF1	DLG4	554
WASF1	DLG4	554
PTK2B	DLG4	982
PTK2B	DLG4	982
MAPK1	ROCK1	849
MAPK1	ROCK1	849
GAPDH	ROCK1	540
GAPDH	ROCK1	540
RAC2	ROCK1	649
RAC2	ROCK1	649
KRAS	ROCK1	534
KRAS	ROCK1	534
ITGAV	ROCK1	922
ITGAV	ROCK1	922
CDH1	ROCK1	691
CDH1	ROCK1	691
GAB1	ROCK1	934
GAB1	ROCK1	934
MAPK3	ROCK1	868
MAPK3	ROCK1	868
KDR	ROCK1	926
KDR	ROCK1	926
STAT3	ROCK1	570
STAT3	ROCK1	570
PXN	ROCK1	553
PXN	ROCK1	553
ERBB2	ROCK1	775
ERBB2	ROCK1	775
CASP3	ROCK1	975
CASP3	ROCK1	975
ROCK2	ROCK1	969
ROCK2	ROCK1	969
HSP90AA1	ROCK1	957
HSP90AA1	ROCK1	957
CAV1	ROCK1	521
CAV1	ROCK1	521
PTK2	ROCK1	938
PTK2	ROCK1	938
CTNNB1	ROCK1	940
CTNNB1	ROCK1	940
FN1	ROCK1	574
FN1	ROCK1	574
RAC1	ROCK1	528
RAC1	ROCK1	528
PTEN	ROCK1	956
PTEN	ROCK1	956
SRC	ROCK1	921
SRC	ROCK1	921
SHB	ROCK1	900
SHB	ROCK1	900
PRKCZ	ROCK1	906
PRKCZ	ROCK1	906
SH3GL2	ROCK1	909
SH3GL2	ROCK1	909
JAK2	ROCK1	578
JAK2	ROCK1	578
WASF1	ROCK1	610
WASF1	ROCK1	610
CTNND1	ROCK1	686
CTNND1	ROCK1	686
CD4	CDC42	560
CD4	CDC42	560
MAPK13	CDC42	943
MAPK13	CDC42	943
MAPK12	CDC42	899
MAPK12	CDC42	899
MAPK1	CDC42	818
MAPK1	CDC42	818
PIK3R2	CDC42	897
PIK3R2	CDC42	897
CCND1	CDC42	525
CCND1	CDC42	525
GAPDH	CDC42	610
GAPDH	CDC42	610
MAPK14	CDC42	963
MAPK14	CDC42	963
HBEGF	CDC42	667
HBEGF	CDC42	667
NCK2	CDC42	967
NCK2	CDC42	967
PLCG1	CDC42	967
PLCG1	CDC42	967
EREG	CDC42	645
EREG	CDC42	645
RAC2	CDC42	918
RAC2	CDC42	918
ITGAV	CDC42	934
ITGAV	CDC42	934
CDH1	CDC42	981
CDH1	CDC42	981
MAPK3	CDC42	862
MAPK3	CDC42	862
KDR	CDC42	951
KDR	CDC42	951
PIK3CA	CDC42	954
PIK3CA	CDC42	954
CBL	CDC42	992
CBL	CDC42	992
STAT3	CDC42	537
STAT3	CDC42	537
EGF	CDC42	896
EGF	CDC42	896
PXN	CDC42	995
PXN	CDC42	995
TP53	CDC42	563
TP53	CDC42	563
ERBB2	CDC42	613
ERBB2	CDC42	613
SH3GL1	CDC42	687
SH3GL1	CDC42	687
RPS27A	CDC42	661
RPS27A	CDC42	661
RASA1	CDC42	681
RASA1	CDC42	681
EGFR	CDC42	978
EGFR	CDC42	978
PAK1	CDC42	999
PAK1	CDC42	999
DOCK1	CDC42	906
DOCK1	CDC42	906
NCF1	CDC42	549
NCF1	CDC42	549
NCKAP1L	CDC42	764
NCKAP1L	CDC42	764
TGFA	CDC42	645
TGFA	CDC42	645
ABI2	CDC42	815
ABI2	CDC42	815
ALB	CDC42	594
ALB	CDC42	594
LRRK2	CDC42	978
LRRK2	CDC42	978
CRK	CDC42	762
CRK	CDC42	762
CTNNA1	CDC42	944
CTNNA1	CDC42	944
UBB	CDC42	644
UBB	CDC42	644
ITPR1	CDC42	736
ITPR1	CDC42	736
CASP3	CDC42	801
CASP3	CDC42	801
ELMO1	CDC42	560
ELMO1	CDC42	560
PAK2	CDC42	999
PAK2	CDC42	999
BAIAP2	CDC42	999
BAIAP2	CDC42	999
ROCK2	CDC42	989
ROCK2	CDC42	989
SH3GL3	CDC42	625
SH3GL3	CDC42	625
GSK3B	CDC42	577
GSK3B	CDC42	577
MAPK11	CDC42	948
MAPK11	CDC42	948
WASF3	CDC42	840
WASF3	CDC42	840
HSP90AA1	CDC42	738
HSP90AA1	CDC42	738
LCK	CDC42	966
LCK	CDC42	966
CAV1	CDC42	972
CAV1	CDC42	972
PTPN11	CDC42	507
